attempt_no,variant_id,geometry_id,history_mode,minimum_cell_rows,prior_strength,lcb_z,minimum_lcb_r,minimum_action_gap_r,maximum_trades_per_utc_day,regime_owner,schema_id
22304,00863c5d860ece07,C_G3_EXTENDED,ROLLING_4Y,24,24.0,0.5,0.0,0.03,2,CHOP,C04_H4_STATE_VWAP
22305,0089d9d38108c056,C_G1_BALANCED,EXPANDING,24,128.0,2.0,0.05,0.0,4,CHOP,C04_H4_STATE_VWAP
22306,008b77892fe0f09c,C_G3_EXTENDED,ROLLING_8Y,160,24.0,1.0,0.025,0.01,4,CHOP,C04_H4_STATE_VWAP
22307,008ef229d066b4b4,C_G2_ROTATION,ROLLING_4Y,48,64.0,1.0,0.05,0.03,6,CHOP,C04_H4_STATE_VWAP
22308,0091322e7301c5ca,C_G2_ROTATION,EXPANDING,24,128.0,1.5,0.0,0.01,6,CHOP,C04_H4_STATE_VWAP
22309,0092c8796d2bf36f,C_G1_BALANCED,ROLLING_8Y,48,64.0,2.0,0.025,0.01,4,CHOP,C04_H4_STATE_VWAP
22310,0093018fa62128df,C_G2_ROTATION,ROLLING_8Y,160,64.0,1.0,0.01,0.01,4,CHOP,C04_H4_STATE_VWAP
22311,0098174c0d49370f,C_G1_BALANCED,EXPANDING,96,24.0,2.0,0.05,0.03,2,CHOP,C04_H4_STATE_VWAP
22312,0099a05362ed5b0a,C_G2_ROTATION,EXPANDING,24,128.0,1.5,0.05,0.0,4,CHOP,C04_H4_STATE_VWAP
22313,009ada3c9b28354c,C_G1_BALANCED,ROLLING_4Y,48,128.0,1.0,0.025,0.03,6,CHOP,C04_H4_STATE_VWAP
22314,00b1ef04dc73c3fd,C_G2_ROTATION,ROLLING_4Y,24,24.0,2.0,0.01,0.03,6,CHOP,C04_H4_STATE_VWAP
22315,00b42b3acf4d4e35,C_G2_ROTATION,EXPANDING,48,64.0,1.5,0.025,0.0,6,CHOP,C04_H4_STATE_VWAP
22316,00c6fc0c6e49c082,C_G3_EXTENDED,ROLLING_8Y,96,24.0,1.5,0.01,0.0,4,CHOP,C04_H4_STATE_VWAP
22317,00c792516ff35550,C_G3_EXTENDED,ROLLING_8Y,24,24.0,0.5,0.0,0.01,4,CHOP,C04_H4_STATE_VWAP
22318,00d22ace4e945cd5,C_G2_ROTATION,ROLLING_4Y,24,64.0,1.0,0.01,0.0,6,CHOP,C04_H4_STATE_VWAP
22319,00d667366cd544bd,C_G2_ROTATION,ROLLING_4Y,24,64.0,2.0,0.05,0.01,6,CHOP,C04_H4_STATE_VWAP
22320,0000206469c225fd,C_G2_ROTATION,EXPANDING,24,64.0,2.0,0.0,0.0,4,CHOP,C05_SESSION_VOL_LOCATION
22321,0004849a68e82361,C_G3_EXTENDED,ROLLING_4Y,96,64.0,2.0,0.01,0.0,4,CHOP,C05_SESSION_VOL_LOCATION
22322,000b333369fd4199,C_G1_BALANCED,ROLLING_4Y,160,128.0,0.5,0.01,0.03,2,CHOP,C05_SESSION_VOL_LOCATION
22323,000ba102904bbbd8,C_G2_ROTATION,EXPANDING,96,64.0,1.0,0.01,0.0,4,CHOP,C05_SESSION_VOL_LOCATION
22324,000d5b64a7e607ae,C_G1_BALANCED,ROLLING_4Y,96,128.0,2.0,0.025,0.01,2,CHOP,C05_SESSION_VOL_LOCATION
22325,000e83bd3a5337e9,C_G2_ROTATION,ROLLING_8Y,160,64.0,2.0,0.0,0.03,2,CHOP,C05_SESSION_VOL_LOCATION
22326,00112b346477dbf7,C_G1_BALANCED,ROLLING_4Y,48,128.0,1.0,0.025,0.03,6,CHOP,C05_SESSION_VOL_LOCATION
22327,001513ef4237d961,C_G1_BALANCED,ROLLING_8Y,160,128.0,0.5,0.01,0.0,2,CHOP,C05_SESSION_VOL_LOCATION
22328,00254e37502092ea,C_G1_BALANCED,ROLLING_8Y,48,24.0,0.5,0.05,0.01,6,CHOP,C05_SESSION_VOL_LOCATION
22329,0028f7ef43cc70a9,C_G1_BALANCED,ROLLING_8Y,160,128.0,0.5,0.025,0.01,4,CHOP,C05_SESSION_VOL_LOCATION
22330,0037b25b43fb4f3f,C_G1_BALANCED,ROLLING_8Y,160,128.0,2.0,0.05,0.01,2,CHOP,C05_SESSION_VOL_LOCATION
22331,003c1c9168ffdea9,C_G2_ROTATION,EXPANDING,160,24.0,0.5,0.025,0.01,2,CHOP,C05_SESSION_VOL_LOCATION
22332,004008ad937fa24c,C_G3_EXTENDED,ROLLING_8Y,160,128.0,1.5,0.025,0.03,6,CHOP,C05_SESSION_VOL_LOCATION
22333,004228b4e155c8a7,C_G1_BALANCED,ROLLING_4Y,160,128.0,2.0,0.0,0.01,6,CHOP,C05_SESSION_VOL_LOCATION
22334,0049d8a605b67ef7,C_G1_BALANCED,ROLLING_8Y,24,24.0,1.5,0.025,0.03,2,CHOP,C05_SESSION_VOL_LOCATION
22335,004f3bac7382580e,C_G3_EXTENDED,ROLLING_8Y,160,24.0,2.0,0.05,0.01,6,CHOP,C05_SESSION_VOL_LOCATION
22336,0053ded41061d95d,C_G3_EXTENDED,EXPANDING,24,24.0,0.5,0.025,0.03,2,CHOP,C05_SESSION_VOL_LOCATION
22337,0053f2496850dec9,C_G3_EXTENDED,ROLLING_8Y,24,64.0,1.0,0.0,0.01,6,CHOP,C05_SESSION_VOL_LOCATION
22338,00631f6c486e9f3c,C_G3_EXTENDED,ROLLING_4Y,160,128.0,1.0,0.01,0.01,6,CHOP,C05_SESSION_VOL_LOCATION
22339,006ed52c0bfca9ab,C_G1_BALANCED,ROLLING_8Y,24,64.0,1.5,0.05,0.01,6,CHOP,C05_SESSION_VOL_LOCATION
22340,00702904d7b887c8,C_G2_ROTATION,ROLLING_4Y,160,128.0,1.0,0.025,0.03,6,CHOP,C05_SESSION_VOL_LOCATION
22341,00707efc03a6284f,C_G2_ROTATION,EXPANDING,160,64.0,1.0,0.025,0.03,2,CHOP,C05_SESSION_VOL_LOCATION
22342,0076725c7adf5f29,C_G2_ROTATION,ROLLING_8Y,160,64.0,1.0,0.025,0.03,6,CHOP,C05_SESSION_VOL_LOCATION
22343,007875a574e85dac,C_G2_ROTATION,ROLLING_8Y,48,128.0,2.0,0.0,0.01,4,CHOP,C05_SESSION_VOL_LOCATION
22344,00799224dacc83dc,C_G3_EXTENDED,ROLLING_4Y,48,64.0,2.0,0.0,0.03,6,CHOP,C05_SESSION_VOL_LOCATION
22345,0079ca649715780f,C_G3_EXTENDED,ROLLING_4Y,160,24.0,0.5,0.01,0.03,6,CHOP,C05_SESSION_VOL_LOCATION
22346,007a791dea1a846a,C_G1_BALANCED,EXPANDING,160,24.0,2.0,0.025,0.0,6,CHOP,C05_SESSION_VOL_LOCATION
22347,007c247e276470cf,C_G2_ROTATION,ROLLING_8Y,48,128.0,0.5,0.05,0.03,2,CHOP,C05_SESSION_VOL_LOCATION
22348,007e6b59754d45ae,C_G2_ROTATION,ROLLING_4Y,96,64.0,1.5,0.0,0.0,6,CHOP,C05_SESSION_VOL_LOCATION
22349,00840ee345117161,C_G3_EXTENDED,EXPANDING,160,64.0,1.0,0.01,0.01,4,CHOP,C05_SESSION_VOL_LOCATION
22350,0085d86a39ec51b7,C_G3_EXTENDED,ROLLING_8Y,96,128.0,0.5,0.025,0.03,2,CHOP,C05_SESSION_VOL_LOCATION
22351,008a66b77f71bef8,C_G2_ROTATION,EXPANDING,48,24.0,2.0,0.05,0.0,2,CHOP,C05_SESSION_VOL_LOCATION
22352,008c93caffd41b99,C_G3_EXTENDED,EXPANDING,160,128.0,1.5,0.0,0.0,6,CHOP,C05_SESSION_VOL_LOCATION
22353,009bcf01d79b3a76,C_G3_EXTENDED,ROLLING_8Y,96,64.0,2.0,0.0,0.03,2,CHOP,C05_SESSION_VOL_LOCATION
22354,009e188860166657,C_G1_BALANCED,EXPANDING,48,64.0,2.0,0.01,0.0,4,CHOP,C05_SESSION_VOL_LOCATION
22355,009eaa25c6084f4a,C_G3_EXTENDED,EXPANDING,96,24.0,0.5,0.05,0.01,2,CHOP,C05_SESSION_VOL_LOCATION
22356,009f1a1f5c61f419,C_G3_EXTENDED,ROLLING_4Y,48,24.0,2.0,0.025,0.01,4,CHOP,C05_SESSION_VOL_LOCATION
22357,00a1a0d6fcef8e91,C_G3_EXTENDED,EXPANDING,160,128.0,1.5,0.01,0.0,6,CHOP,C05_SESSION_VOL_LOCATION
22358,00a43cc2835e2b0f,C_G3_EXTENDED,ROLLING_4Y,96,128.0,2.0,0.025,0.0,4,CHOP,C05_SESSION_VOL_LOCATION
22359,00aaa18dbe212b38,C_G3_EXTENDED,ROLLING_8Y,48,24.0,0.5,0.025,0.01,2,CHOP,C05_SESSION_VOL_LOCATION
22360,00aaac1c3b6f16c0,C_G3_EXTENDED,ROLLING_8Y,24,64.0,1.0,0.0,0.0,6,CHOP,C05_SESSION_VOL_LOCATION
22361,00b00005c85ce465,C_G2_ROTATION,EXPANDING,96,128.0,1.0,0.0,0.01,2,CHOP,C05_SESSION_VOL_LOCATION
22362,00b29ec9831966ab,C_G1_BALANCED,EXPANDING,96,128.0,0.5,0.0,0.01,4,CHOP,C05_SESSION_VOL_LOCATION
22363,00b45d5a77a7fc7b,C_G1_BALANCED,EXPANDING,48,24.0,2.0,0.01,0.0,4,CHOP,C05_SESSION_VOL_LOCATION
22364,00b5c77af0dfad40,C_G2_ROTATION,ROLLING_4Y,24,64.0,0.5,0.025,0.03,4,CHOP,C05_SESSION_VOL_LOCATION
22365,00b80bd6f3f34fee,C_G1_BALANCED,EXPANDING,24,24.0,1.0,0.0,0.03,4,CHOP,C05_SESSION_VOL_LOCATION
22366,00c0ea2e218e09af,C_G3_EXTENDED,ROLLING_8Y,48,64.0,1.5,0.025,0.0,4,CHOP,C05_SESSION_VOL_LOCATION
22367,00c22ed123575ac7,C_G2_ROTATION,ROLLING_8Y,160,64.0,2.0,0.025,0.03,4,CHOP,C05_SESSION_VOL_LOCATION
22368,00c4df9e2b320df8,C_G3_EXTENDED,ROLLING_4Y,160,64.0,2.0,0.025,0.0,6,CHOP,C05_SESSION_VOL_LOCATION
22369,00c97112588ac900,C_G1_BALANCED,EXPANDING,48,128.0,0.5,0.025,0.03,2,CHOP,C05_SESSION_VOL_LOCATION
22370,0014b632f9cca238,C_G2_ROTATION,ROLLING_4Y,48,64.0,1.5,0.025,0.03,2,CHOP,C06_WEEKDAY_SESSION_VWAP
22371,0014df06813e7f63,C_G3_EXTENDED,ROLLING_8Y,48,64.0,2.0,0.01,0.01,4,CHOP,C06_WEEKDAY_SESSION_VWAP
22372,001663c5bf698651,C_G2_ROTATION,ROLLING_8Y,160,128.0,1.0,0.01,0.03,4,CHOP,C06_WEEKDAY_SESSION_VWAP
22373,0019dab3dfe1578c,C_G2_ROTATION,ROLLING_4Y,48,128.0,1.5,0.05,0.0,6,CHOP,C06_WEEKDAY_SESSION_VWAP
22374,001c070aec7bfb66,C_G1_BALANCED,ROLLING_4Y,96,128.0,2.0,0.0,0.03,4,CHOP,C06_WEEKDAY_SESSION_VWAP
22375,00235c57a81b6b4d,C_G2_ROTATION,ROLLING_8Y,24,24.0,0.5,0.05,0.01,6,CHOP,C06_WEEKDAY_SESSION_VWAP
22376,0025ba77f5b585fb,C_G3_EXTENDED,ROLLING_8Y,96,24.0,0.5,0.0,0.03,4,CHOP,C06_WEEKDAY_SESSION_VWAP
22377,002ac08c0c996c8f,C_G1_BALANCED,ROLLING_4Y,24,128.0,1.5,0.01,0.0,6,CHOP,C06_WEEKDAY_SESSION_VWAP
22378,002b4b761bade8a2,C_G2_ROTATION,ROLLING_4Y,48,24.0,1.0,0.01,0.0,2,CHOP,C06_WEEKDAY_SESSION_VWAP
22379,003b2a9a16cb5303,C_G3_EXTENDED,ROLLING_8Y,160,128.0,2.0,0.0,0.01,6,CHOP,C06_WEEKDAY_SESSION_VWAP
22380,003b3b1529c2c98e,C_G2_ROTATION,EXPANDING,24,64.0,1.0,0.025,0.03,2,CHOP,C06_WEEKDAY_SESSION_VWAP
22381,00435e9d769bb0ab,C_G1_BALANCED,EXPANDING,96,128.0,1.5,0.05,0.01,2,CHOP,C06_WEEKDAY_SESSION_VWAP
22382,004a53c825237b8b,C_G2_ROTATION,ROLLING_8Y,48,128.0,0.5,0.025,0.03,6,CHOP,C06_WEEKDAY_SESSION_VWAP
22383,004aafcc9f585620,C_G3_EXTENDED,ROLLING_8Y,48,64.0,1.5,0.025,0.0,4,CHOP,C06_WEEKDAY_SESSION_VWAP
22384,004c419707a86a2e,C_G3_EXTENDED,ROLLING_8Y,160,128.0,1.0,0.025,0.03,4,CHOP,C06_WEEKDAY_SESSION_VWAP
22385,005429b7a879525e,C_G1_BALANCED,ROLLING_4Y,24,128.0,0.5,0.01,0.01,6,CHOP,C06_WEEKDAY_SESSION_VWAP
22386,005e33eaf607b9f7,C_G1_BALANCED,ROLLING_8Y,48,64.0,2.0,0.0,0.01,2,CHOP,C06_WEEKDAY_SESSION_VWAP
22387,006d766029ce931d,C_G3_EXTENDED,ROLLING_4Y,160,64.0,0.5,0.025,0.03,4,CHOP,C06_WEEKDAY_SESSION_VWAP
22388,006df6b3e2f22754,C_G3_EXTENDED,ROLLING_8Y,48,128.0,2.0,0.01,0.0,6,CHOP,C06_WEEKDAY_SESSION_VWAP
22389,0070fcc446cffc33,C_G1_BALANCED,ROLLING_4Y,160,24.0,0.5,0.01,0.01,6,CHOP,C06_WEEKDAY_SESSION_VWAP
22390,00728509aff5f1d6,C_G3_EXTENDED,EXPANDING,96,24.0,0.5,0.0,0.01,6,CHOP,C06_WEEKDAY_SESSION_VWAP
22391,00750cad754fea96,C_G2_ROTATION,ROLLING_8Y,160,24.0,1.5,0.05,0.03,4,CHOP,C06_WEEKDAY_SESSION_VWAP
22392,0078f2d726db6b99,C_G2_ROTATION,ROLLING_8Y,96,128.0,2.0,0.0,0.0,2,CHOP,C06_WEEKDAY_SESSION_VWAP
22393,007901b2e340e209,C_G1_BALANCED,EXPANDING,160,64.0,1.5,0.0,0.0,4,CHOP,C06_WEEKDAY_SESSION_VWAP
22394,007a1ac02a57157c,C_G1_BALANCED,ROLLING_8Y,160,128.0,2.0,0.05,0.0,2,CHOP,C06_WEEKDAY_SESSION_VWAP
22395,007abc3192f706e0,C_G2_ROTATION,ROLLING_4Y,48,64.0,1.5,0.01,0.0,2,CHOP,C06_WEEKDAY_SESSION_VWAP
22396,00822260011c62c7,C_G3_EXTENDED,EXPANDING,24,64.0,0.5,0.025,0.01,6,CHOP,C06_WEEKDAY_SESSION_VWAP
22397,008392f8ab3bc1be,C_G1_BALANCED,ROLLING_4Y,96,64.0,1.0,0.01,0.03,2,CHOP,C06_WEEKDAY_SESSION_VWAP
22398,0085dca8832f14ed,C_G1_BALANCED,ROLLING_4Y,96,128.0,2.0,0.025,0.01,4,CHOP,C06_WEEKDAY_SESSION_VWAP
22399,00861612f83a7dcc,C_G2_ROTATION,ROLLING_8Y,96,24.0,1.0,0.0,0.0,6,CHOP,C06_WEEKDAY_SESSION_VWAP
22400,0086d305ccc02b2b,C_G1_BALANCED,EXPANDING,48,64.0,2.0,0.01,0.0,2,CHOP,C06_WEEKDAY_SESSION_VWAP
22401,0087d60b1966c30e,C_G2_ROTATION,ROLLING_8Y,160,64.0,2.0,0.0,0.0,4,CHOP,C06_WEEKDAY_SESSION_VWAP
22402,008cb0211628ff7f,C_G2_ROTATION,EXPANDING,48,128.0,1.0,0.05,0.0,6,CHOP,C06_WEEKDAY_SESSION_VWAP
22403,008f9406eb1995fe,C_G3_EXTENDED,ROLLING_8Y,48,24.0,0.5,0.01,0.01,4,CHOP,C06_WEEKDAY_SESSION_VWAP
22404,009454994db8bde6,C_G3_EXTENDED,ROLLING_4Y,24,64.0,2.0,0.025,0.01,4,CHOP,C06_WEEKDAY_SESSION_VWAP
22405,009622901fae25b4,C_G1_BALANCED,ROLLING_4Y,160,24.0,1.0,0.025,0.0,2,CHOP,C06_WEEKDAY_SESSION_VWAP
22406,009b1cdb156637da,C_G2_ROTATION,EXPANDING,48,128.0,1.5,0.05,0.0,4,CHOP,C06_WEEKDAY_SESSION_VWAP
22407,00a22333b9f90007,C_G1_BALANCED,ROLLING_4Y,24,64.0,1.0,0.01,0.01,4,CHOP,C06_WEEKDAY_SESSION_VWAP
22408,00a881cc131eb474,C_G2_ROTATION,ROLLING_4Y,96,128.0,1.0,0.025,0.03,4,CHOP,C06_WEEKDAY_SESSION_VWAP
22409,00a8fbdf38ae6b1f,C_G3_EXTENDED,EXPANDING,96,128.0,0.5,0.01,0.03,2,CHOP,C06_WEEKDAY_SESSION_VWAP
22410,00acd09e881dc6cb,C_G1_BALANCED,EXPANDING,24,24.0,1.0,0.05,0.03,2,CHOP,C06_WEEKDAY_SESSION_VWAP
22411,00adef480faa1638,C_G2_ROTATION,ROLLING_4Y,96,128.0,1.5,0.01,0.03,2,CHOP,C06_WEEKDAY_SESSION_VWAP
22412,00b1b778666e115c,C_G3_EXTENDED,ROLLING_4Y,160,64.0,2.0,0.0,0.01,2,CHOP,C06_WEEKDAY_SESSION_VWAP
22413,00b2430589b702fb,C_G3_EXTENDED,ROLLING_4Y,96,128.0,1.0,0.05,0.01,6,CHOP,C06_WEEKDAY_SESSION_VWAP
22414,00b6448db4be8003,C_G1_BALANCED,ROLLING_4Y,24,128.0,2.0,0.025,0.01,4,CHOP,C06_WEEKDAY_SESSION_VWAP
22415,00c0478cc89684dc,C_G1_BALANCED,ROLLING_8Y,48,128.0,2.0,0.05,0.03,6,CHOP,C06_WEEKDAY_SESSION_VWAP
22416,00c19c762dfa8a87,C_G2_ROTATION,EXPANDING,24,64.0,1.5,0.01,0.01,6,CHOP,C06_WEEKDAY_SESSION_VWAP
22417,00c8ee46c2f32da6,C_G3_EXTENDED,ROLLING_8Y,160,128.0,1.0,0.05,0.01,6,CHOP,C06_WEEKDAY_SESSION_VWAP
22418,00cd3725e57e68f8,C_G2_ROTATION,EXPANDING,160,24.0,1.0,0.05,0.03,4,CHOP,C06_WEEKDAY_SESSION_VWAP
22419,00d5cedeeeb84b73,C_G2_ROTATION,ROLLING_8Y,160,128.0,1.5,0.0,0.03,2,CHOP,C06_WEEKDAY_SESSION_VWAP
22420,0003b2563d837890,C_G1_BALANCED,EXPANDING,96,128.0,0.5,0.025,0.03,2,CHOP,C07_LIQUIDITY_MOMENTUM
22421,00130b57d834bb29,C_G1_BALANCED,ROLLING_8Y,24,64.0,2.0,0.05,0.03,6,CHOP,C07_LIQUIDITY_MOMENTUM
22422,0013db78178752ea,C_G3_EXTENDED,EXPANDING,160,128.0,1.0,0.01,0.01,4,CHOP,C07_LIQUIDITY_MOMENTUM
22423,0017ac1c51b79200,C_G3_EXTENDED,ROLLING_4Y,48,24.0,0.5,0.05,0.01,6,CHOP,C07_LIQUIDITY_MOMENTUM
22424,001cf3e4c71eed4f,C_G2_ROTATION,EXPANDING,96,64.0,1.0,0.025,0.01,6,CHOP,C07_LIQUIDITY_MOMENTUM
22425,001d7bc8a17d4c63,C_G2_ROTATION,EXPANDING,160,128.0,1.5,0.025,0.01,4,CHOP,C07_LIQUIDITY_MOMENTUM
22426,00214412df613f83,C_G2_ROTATION,ROLLING_8Y,160,128.0,1.5,0.01,0.01,6,CHOP,C07_LIQUIDITY_MOMENTUM
22427,002e9b81051d46aa,C_G2_ROTATION,ROLLING_8Y,160,24.0,0.5,0.025,0.03,2,CHOP,C07_LIQUIDITY_MOMENTUM
22428,002f594e3aa81942,C_G1_BALANCED,ROLLING_4Y,96,24.0,1.5,0.05,0.01,2,CHOP,C07_LIQUIDITY_MOMENTUM
22429,003129354e011171,C_G2_ROTATION,ROLLING_8Y,96,24.0,1.0,0.025,0.03,2,CHOP,C07_LIQUIDITY_MOMENTUM
22430,003ac20a579387c4,C_G2_ROTATION,EXPANDING,24,24.0,1.5,0.05,0.03,2,CHOP,C07_LIQUIDITY_MOMENTUM
22431,00409f5b2c8fc6cc,C_G1_BALANCED,ROLLING_8Y,24,128.0,1.0,0.05,0.0,4,CHOP,C07_LIQUIDITY_MOMENTUM
22432,0044c67d6002fad2,C_G3_EXTENDED,EXPANDING,48,24.0,1.5,0.025,0.01,6,CHOP,C07_LIQUIDITY_MOMENTUM
22433,0045c3d87fee43a5,C_G2_ROTATION,ROLLING_4Y,24,128.0,1.5,0.025,0.03,2,CHOP,C07_LIQUIDITY_MOMENTUM
22434,004780b765af5257,C_G3_EXTENDED,ROLLING_8Y,48,64.0,1.0,0.01,0.0,2,CHOP,C07_LIQUIDITY_MOMENTUM
22435,004bba563f47975a,C_G1_BALANCED,EXPANDING,160,128.0,0.5,0.05,0.01,6,CHOP,C07_LIQUIDITY_MOMENTUM
22436,00516cd8c7f1cb21,C_G1_BALANCED,ROLLING_4Y,96,24.0,1.0,0.05,0.0,4,CHOP,C07_LIQUIDITY_MOMENTUM
22437,005a4089f99f59d3,C_G2_ROTATION,ROLLING_4Y,24,64.0,1.0,0.0,0.0,4,CHOP,C07_LIQUIDITY_MOMENTUM
22438,005be4e2519f2e01,C_G1_BALANCED,ROLLING_4Y,24,128.0,1.5,0.05,0.01,6,CHOP,C07_LIQUIDITY_MOMENTUM
22439,005c816657b48b91,C_G2_ROTATION,ROLLING_4Y,48,128.0,2.0,0.0,0.01,4,CHOP,C07_LIQUIDITY_MOMENTUM
22440,005e6cb54cab674f,C_G1_BALANCED,ROLLING_8Y,48,64.0,1.0,0.0,0.03,6,CHOP,C07_LIQUIDITY_MOMENTUM
22441,005f7988f2dd9e43,C_G2_ROTATION,ROLLING_4Y,96,64.0,1.0,0.01,0.0,2,CHOP,C07_LIQUIDITY_MOMENTUM
22442,00624dd2dd43bddd,C_G3_EXTENDED,ROLLING_8Y,160,24.0,2.0,0.05,0.03,2,CHOP,C07_LIQUIDITY_MOMENTUM
22443,0067fb1855cc80c3,C_G1_BALANCED,ROLLING_8Y,96,128.0,2.0,0.05,0.01,6,CHOP,C07_LIQUIDITY_MOMENTUM
22444,0078ccaf9e4e1244,C_G1_BALANCED,ROLLING_8Y,96,64.0,1.0,0.0,0.0,2,CHOP,C07_LIQUIDITY_MOMENTUM
22445,0081e7beac57461b,C_G1_BALANCED,EXPANDING,24,24.0,0.5,0.025,0.03,2,CHOP,C07_LIQUIDITY_MOMENTUM
22446,00838523ec6fa114,C_G1_BALANCED,EXPANDING,48,24.0,1.0,0.05,0.0,6,CHOP,C07_LIQUIDITY_MOMENTUM
22447,0084ece49f6372f4,C_G3_EXTENDED,ROLLING_4Y,24,64.0,1.0,0.0,0.01,2,CHOP,C07_LIQUIDITY_MOMENTUM
22448,0087542351903051,C_G2_ROTATION,ROLLING_8Y,48,24.0,1.0,0.01,0.01,2,CHOP,C07_LIQUIDITY_MOMENTUM
22449,0088ebb1ed3faf86,C_G3_EXTENDED,EXPANDING,160,128.0,2.0,0.01,0.0,4,CHOP,C07_LIQUIDITY_MOMENTUM
22450,009272abaad819fb,C_G1_BALANCED,ROLLING_8Y,160,128.0,0.5,0.0,0.01,2,CHOP,C07_LIQUIDITY_MOMENTUM
22451,0092b50e824d8a5f,C_G3_EXTENDED,ROLLING_4Y,24,24.0,1.5,0.05,0.03,6,CHOP,C07_LIQUIDITY_MOMENTUM
22452,00953dfbe3b0b96f,C_G1_BALANCED,ROLLING_4Y,48,128.0,0.5,0.0,0.01,6,CHOP,C07_LIQUIDITY_MOMENTUM
22453,009b689676c56c6b,C_G2_ROTATION,ROLLING_4Y,96,24.0,2.0,0.0,0.0,2,CHOP,C07_LIQUIDITY_MOMENTUM
22454,009c8edf3e03b70b,C_G3_EXTENDED,ROLLING_8Y,96,128.0,1.0,0.025,0.03,2,CHOP,C07_LIQUIDITY_MOMENTUM
22455,009cfd53ba96b28a,C_G2_ROTATION,EXPANDING,160,128.0,0.5,0.01,0.01,2,CHOP,C07_LIQUIDITY_MOMENTUM
22456,00a47c4c0acf38c9,C_G3_EXTENDED,EXPANDING,96,24.0,1.0,0.0,0.03,6,CHOP,C07_LIQUIDITY_MOMENTUM
22457,00a4da16af648253,C_G2_ROTATION,ROLLING_8Y,24,64.0,2.0,0.025,0.01,4,CHOP,C07_LIQUIDITY_MOMENTUM
22458,00a511b1cfe5b6a1,C_G2_ROTATION,EXPANDING,160,128.0,0.5,0.0,0.03,6,CHOP,C07_LIQUIDITY_MOMENTUM
22459,00a60ec9ed5b389b,C_G3_EXTENDED,ROLLING_8Y,160,128.0,1.0,0.0,0.03,4,CHOP,C07_LIQUIDITY_MOMENTUM
22460,00a8cb0085e05672,C_G1_BALANCED,ROLLING_8Y,24,24.0,1.0,0.0,0.0,6,CHOP,C07_LIQUIDITY_MOMENTUM
22461,00b6cf56eb529a13,C_G2_ROTATION,ROLLING_4Y,160,24.0,1.0,0.025,0.0,4,CHOP,C07_LIQUIDITY_MOMENTUM
22462,00bdbe74695049c0,C_G3_EXTENDED,EXPANDING,96,24.0,2.0,0.025,0.03,4,CHOP,C07_LIQUIDITY_MOMENTUM
22463,00c41b89cd58a2cd,C_G3_EXTENDED,EXPANDING,48,24.0,1.0,0.05,0.01,4,CHOP,C07_LIQUIDITY_MOMENTUM
22464,00ccd0fd035a771a,C_G1_BALANCED,ROLLING_8Y,48,24.0,2.0,0.01,0.01,2,CHOP,C07_LIQUIDITY_MOMENTUM
22465,00d186addba82fcd,C_G2_ROTATION,EXPANDING,160,128.0,2.0,0.0,0.01,6,CHOP,C07_LIQUIDITY_MOMENTUM
22466,00d502c9be2d6a5f,C_G1_BALANCED,ROLLING_8Y,96,128.0,1.0,0.01,0.0,6,CHOP,C07_LIQUIDITY_MOMENTUM
22467,00d539976fdff33b,C_G2_ROTATION,EXPANDING,24,24.0,1.5,0.05,0.0,2,CHOP,C07_LIQUIDITY_MOMENTUM
22468,00dc7f38704805dd,C_G3_EXTENDED,ROLLING_4Y,48,24.0,1.0,0.025,0.0,6,CHOP,C07_LIQUIDITY_MOMENTUM
22469,00e3b6a84d7ad5b5,C_G3_EXTENDED,ROLLING_4Y,48,64.0,2.0,0.0,0.0,4,CHOP,C07_LIQUIDITY_MOMENTUM
22470,0002f5b58c9c7873,C_G1_BALANCED,ROLLING_8Y,24,128.0,1.0,0.0,0.03,6,CHOP,C08_BODY_CANDLE_LOCATION
22471,000ad364bd1d90b9,C_G2_ROTATION,EXPANDING,96,64.0,2.0,0.01,0.0,2,CHOP,C08_BODY_CANDLE_LOCATION
22472,000ae3b2eae85348,C_G3_EXTENDED,EXPANDING,160,128.0,1.0,0.05,0.03,6,CHOP,C08_BODY_CANDLE_LOCATION
22473,000bacdac9d97774,C_G2_ROTATION,EXPANDING,96,128.0,1.0,0.0,0.03,2,CHOP,C08_BODY_CANDLE_LOCATION
22474,000bfb3bf404c2a0,C_G1_BALANCED,EXPANDING,48,24.0,0.5,0.05,0.01,2,CHOP,C08_BODY_CANDLE_LOCATION
22475,00114d40bdcfc956,C_G2_ROTATION,ROLLING_8Y,48,24.0,0.5,0.025,0.03,6,CHOP,C08_BODY_CANDLE_LOCATION
22476,00127f5a3c3aac81,C_G3_EXTENDED,ROLLING_8Y,48,24.0,2.0,0.0,0.03,2,CHOP,C08_BODY_CANDLE_LOCATION
22477,0013e15addc85c8f,C_G3_EXTENDED,EXPANDING,48,64.0,2.0,0.025,0.0,2,CHOP,C08_BODY_CANDLE_LOCATION
22478,0013f91a2c8ee7c1,C_G2_ROTATION,ROLLING_8Y,48,128.0,0.5,0.025,0.03,4,CHOP,C08_BODY_CANDLE_LOCATION
